coop_id,longitude,latitude,huc6_id,SeasPrcpMedian,SeasPrcp07_11,SeasPrcp11,DailyPrcp07_11,DailyPrcp11,Drought07_11,Drought11,Aridity07_11,Aridity11,StressDD07_11,StressDD11,WarmNight07_11,WarmNight11
IL3312,-90.3833333333,42.3833333333,070600,24.88,0.572222222222222,0.733333333333333,0.0122950819672131,0.00546448087431694,1,1,-0.32163363080228,-0.142108200029888,-0.0217031951033492,-0.285241992786875,0.0997267759562842,0.120218579234973
IL3320,-90.3833333333,40.9333333333,070801,24.93,0.666666666666667,0.666666666666667,0.0163934426229508,0.0109289617486339,24,19,-0.0855179867258503,0.156633244932621,0.0332429190259394,-0.488364724900808,0.0833333333333333,0.0546448087431694
IL3335,-90.0333333333,41.1666666667,070801,24.47,0.522222222222222,0.488888888888889,0.00819672131147541,0,9,9,0.0150028072687626,-0.0781465514864319,-0.0765505907688552,-0.954837139819156,0.127049180327869,0.153005464480874
IL3384,-90.1333333333,41.45,070900,23.93,0.488888888888889,0.555555555555556,0.00819672131147541,0.00546448087431694,9,9,0.354277666182017,-0.255944511185434,0.222114155162656,-1.10728830061383,0.116120218579235,0.0765027322404372
IL3455,-91.0166666667,40.8666666667,070801,22.795,0.573863636363636,0.704545454545455,0.0136612021857923,0.0109289617486339,50,38,0.106134654187417,0.115692815530958,0.184409379611174,-0.567347150364243,0.136612021857924,0.120218579234973
IL3693,-89.4,38.85,071402,21.12,0.854651162790698,0.837209302325581,0.0218579234972678,0.0109289617486339,60,10,-0.511724237319988,-0.672482990097579,0.0650358341417775,-0.594378129751436,0.199453551912568,0.207650273224044
IL3717,-90.7,39.7333333333,071300,21.77,0.697368421052632,0.921052631578947,0.0150273224043716,0.0109289617486339,74,34,-0.360985555625862,-0.370850684996838,0.218587376303834,-0.0993460770351747,0.113387978142077,0.202185792349727
IL3940,-90.05,40.3,071300,22.39,0.644444444444444,0.755555555555556,0.0163934426229508,0.0163934426229508,70,39,-0.36947625855542,-0.723642416493543,-0.460654833987421,-1.31697734299755,0.153005464480874,0.103825136612022
IL4108,-89.4833333333,39.15,071402,23.25,0.7,0.844444444444444,0.00819672131147541,0.00546448087431694,64,17,-0.330991953618321,-0.95453929172751,-0.127099478898957,-1.05178830966049,0.168032786885246,0.153005464480874
IL4198,-87.65,40.4666666667,051201,22.71,0.727777777777778,0.911111111111111,0.0150273224043716,0.0163934426229508,26,8,-0.250265996593188,-1.1633516697187,-0.0504150260604406,-1.17108638848831,0.122950819672131,0.147540983606557
IL4317,-87.65,39.1166666667,051201,24.09,0.6,0.888888888888889,0.0109289617486339,0.00546448087431694,74,23,0.217530174869736,-0.312897268666985,0.520980859212977,-0.155838834842815,0.173497267759563,0.191256830601093
IL4355,-91,41.4166666667,070801,22.375,0.625,0.681818181818182,0.0150273224043716,0.0163934426229508,38,30,0.14725164026368,0.146383791011502,0.627155182194016,-0.365626330602864,0.155737704918033,0.158469945355191
IL4442,-90.1833333333,39.7333333333,071300,23.95,0.694444444444444,0.933333333333333,0.0163934426229508,0.0163934426229508,78,41,-0.045484888712097,-0.802644301868155,0.285197265207188,-0.703315577976189,0.170765027322404,0.163934426229508
IL4489,-90.3333333333,39.1,071300,22.24,0.8,0.955555555555556,0.0204918032786885,0.0218579234972678,76,25,-0.498922070541582,-1.05608169743725,0.139697259437082,-0.906130680994793,0.14207650273224,0.14207650273224
IL4530,-88.1,41.5,071200,24.07,0.633333333333333,0.955555555555556,0.0122950819672131,0.0163934426229508,11,1,-0.21875723102551,-0.832925415497799,-0.197566108108488,-0.983647945476633,0.132513661202186,0.131147540983607
IL4710,-89.8833333333,41.2333333333,071300,23.275,0.693181818181818,0.840909090909091,0.0136612021857923,0.00546448087431694,9,9,-0.287272877864234,-0.193816061516867,-0.161938732388482,-0.51913096322032,0.0819672131147541,0.109289617486339
IL4823,-90.9666666667,40.5833333333,071300,24.7,0.527777777777778,0.622222222222222,0.00819672131147541,0,60,41,-0.0723135389647022,-0.0743624827560963,-0.18151233618823,-0.830481099820119,0.148907103825137,0.169398907103825
IL5079,-89.3333333333,40.15,071300,22.48,0.572222222222222,0.866666666666667,0.00819672131147541,0,71,37,-0.0957961465152331,-0.503277517665632,-0.0971785931804446,-0.696741629725181,0.144808743169399,0.19672131147541
IL5272,-89.3333333333,40.55,071300,22.18,0.656976744186047,0.930232558139535,0.0177595628415301,0.0273224043715847,44,22,0.0365844754568021,-0.652749062821329,0.420166581851633,-0.625819934864104,0.184426229508197,0.136612021857924
IL5280,-90.6666666667,40.4666666667,071300,20.87,0.676136363636364,0.909090909090909,0.0136612021857923,0.0218579234972678,64,39,-0.0578969393633725,-0.635258792970495,0.239622540043538,-0.761689147096709,0.192622950819672,0.169398907103825
IL5326,-88.6333333333,42.2833333333,070900,22.465,0.642045454545455,0.863636363636364,0.0122950819672131,0.0163934426229508,5,1,-0.443039712320341,-0.919632374510856,-0.139279680279424,-1.05553636392167,0.113387978142077,0.103825136612022
IL5372,-88.75,41.3166666667,071200,24.21,0.716666666666667,1,0.0122950819672131,0.0109289617486339,11,2,-0.215178903351218,-0.668780259868264,0.166869711758428,-0.625432935409541,0.128415300546448,0.14207650273224
IL5430,-88.35,39.4666666667,051201,22.88,0.711111111111111,0.8,0.0109289617486339,0.0163934426229508,52,19,0.0829098606528791,0.0235032177090231,0.426516593242884,-0.287994516104951,0.139344262295082,0.136612021857924
IL5539,-90.1333333333,39.15,071300,21.495,0.779761904761905,0.976190476190476,0.0163934426229508,0.0163934426229508,71,20,-0.399745462797584,-1.11567520692426,0.396986073065768,-0.702512917278321,0.237704918032787,0.251366120218579
IL5712,-89.0333333333,40.9,071300,21.715,0.659090909090909,0.954545454545455,0.0191256830601093,0.0218579234972678,19,9,-0.116965441311818,-0.901282343522729,-0.00266728328572152,-1.07071080235641,0.139344262295082,0.14207650273224
IL5751,-90.5166666667,41.45,070900,24.63,0.444444444444444,0.822222222222222,0.0109289617486339,0.0163934426229508,10,10,0.227185972692714,-0.341066320103766,-0.115625761227673,-0.896439133589404,0.0956284153005464,0.0765027322404372
IL5768,-90.6333333333,40.9333333333,070801,25,0.627777777777778,0.688888888888889,0.0122950819672131,0.00546448087431694,29,26,-0.351386200810198,-0.433762995071446,-0.309965576915514,-0.899620191203646,0.101092896174863,0.114754098360656
IL5825,-88.4333333333,41.3666666667,071200,25.32,0.5375,1,0.00683060109289617,0,11,3,0.169171438743395,-0.56628229448806,0.68583577650884,-0.403432809711082,0.140710382513661,0.131147540983607
IL5833,-89.9666666667,41.8,070900,23.25,0.516666666666667,0.933333333333333,0.00956284153005465,0.0218579234972678,3,1,-0.381377178396157,-1.04826637887864,-0.474871589977258,-1.11213450087938,0.0969945355191257,0.131147540983607
IL5888,-87.75,38.4,051201,25.49,0.5,0.666666666666667,0.0122950819672131,0.0163934426229508,90,16,0.0590529812193903,-0.430735666662288,-0.127490768933666,-0.567793939993235,0.157103825136612,0.12568306010929
IL5901,-89.9833333333,42.0833333333,070801,24.03,0.538888888888889,0.911111111111111,0.0122950819672131,0.0273224043715847,1,1,0.342309641600235,-0.752356391277853,0.424490596087955,-0.782360937659088,0.132513661202186,0.147540983606557
IL5917,-89.7,39.0666666667,071402,22.16,0.733333333333333,0.977777777777778,0.0136612021857923,0.0218579234972678,67,16,-0.307152734748807,-0.894697210895808,0.222526223883965,-0.555217227630768,0.209016393442623,0.234972677595628
IL5927,-89.2666666667,40,071300,22.53,0.622222222222222,0.866666666666667,0.00956284153005465,0,75,37,-0.0994200305083349,-0.66486963413829,0.28723040687277,-0.662444434817611,0.192622950819672,0.19672131147541
IL5935,-90.75,39.9833333333,071300,22.62,0.811111111111111,0.866666666666667,0.0150273224043716,0.0109289617486339,74,39,-0.199576060323197,-0.0453925942855792,0.611911285176366,-0.140254959611613,0.217213114754098,0.26775956284153
IL6011,-89.35,38.3333333333,071402,21.53,0.7,0.977777777777778,0.0204918032786885,0.0163934426229508,57,12,-0.347842372932744,-1.06147001390238,0.120396026243673,-0.854811786330077,0.135245901639344,0.12568306010929
IL6080,-91.05,41.1833333333,070801,22.755,0.5,0.863636363636364,0.0163934426229508,0.0273224043715847,47,39,0.193029169340236,-0.244219232820776,0.209118982308088,-0.569146466608693,0.131147540983607,0.120218579234973
IL6446,-88.0666666667,38.7,051201,23.69,0.716666666666667,0.844444444444444,0.0204918032786885,0.0163934426229508,71,16,-0.410670017100563,-0.624513182679272,0.016882487202857,-0.692777827806655,0.10655737704918,0.0983606557377049
IL6526,-88.9,41.3166666667,071300,22.87,0.572222222222222,0.955555555555556,0.0109289617486339,0.00546448087431694,11,2,-0.103797700341906,-0.983404329759107,-0.132161975694639,-1.05927205939927,0.112021857923497,0.103825136612022
IL6558,-87.6166666667,39,051201,23.62,0.688888888888889,0.8,0.0150273224043716,0.0109289617486339,74,18,-0.521112077032362,-0.781612252534961,-0.253296476137903,-0.568712874948315,0.133879781420765,0.131147540983607
IL6579,-89.0166666667,39.3666666667,071402,22.805,0.681818181818182,0.795454545454545,0.00956284153005465,0.00546448087431694,64,19,0.0658674442096115,-0.335848562692255,0.351035669772918,-0.508501969305263,0.12431693989071,0.131147540983607
IL6610,-87.6666666667,39.6166666667,051201,23.51,0.388888888888889,0.555555555555556,0.00546448087431694,0.00546448087431694,62,26,0.1133437177252,-0.160514310395124,0.0630332573351879,-0.725116609641938,0.0969945355191257,0.109289617486339
IL6616,-87.6666666667,41.4833333333,071200,23.51,0.594444444444444,0.955555555555556,0.00546448087431694,0.00546448087431694,10,1,0.0970262359373264,-0.421729049198605,0.0309366146887861,-0.804351981908436,0.12431693989071,0.12568306010929
IL6661,-88.9833333333,41.7,071200,23.8,0.561111111111111,0.888888888888889,0.00956284153005465,0.00546448087431694,9,1,0.363101917363521,0.162011794234088,0.17140268909982,-0.303598897994989,0.139344262295082,0.174863387978142
IL6711,-89.6833333333,40.6666666667,071300,22.18,0.672222222222222,0.911111111111111,0.0191256830601093,0.0163934426229508,36,19,0.112661263073963,-0.475045022635027,0.222621567835722,-0.766276812893773,0.118852459016393,0.114754098360656
IL6725,-87.7833333333,41.3166666667,071200,25.26,0.6,0.933333333333333,0.0122950819672131,0.0109289617486339,9,1,0.119693158125624,-0.395394967307493,0.173478074695077,-0.526333014878573,0.153005464480874,0.163934426229508
IL6910,-88.6333333333,40.8833333333,071300,22.12,0.7,0.955555555555556,0.0204918032786885,0.0163934426229508,19,9,-0.226251319492756,-0.557024705977682,0.0623122085841725,-0.667299916406388,0.128415300546448,0.109289617486339
IL7004,-89.7666666667,40.9166666667,071300,22.86,0.688888888888889,0.911111111111111,0.0150273224043716,0.0273224043715847,20,9,-0.249907846561679,-0.687522708952365,-0.0192914227848503,-0.903117919149599,0.162568306010929,0.185792349726776
IL7150,-88.15,40.3,051201,23.27,0.566666666666667,0.933333333333333,0.0136612021857923,0.0163934426229508,33,19,-0.320952305570066,-0.952526585840775,-0.434967306342082,-1.3012249204147,0.150273224043716,0.12568306010929
IL7157,-89.9166666667,38.1833333333,071402,22.61,0.744444444444444,1,0.0191256830601093,0.0218579234972678,66,12,0.115601298817105,-0.271981222628646,1.10887834991176,0.669386471165239,0.222677595628415,0.229508196721311
IL7382,-89.0833333333,42.1833333333,070900,23.46,0.427777777777778,0.755555555555556,0.00546448087431694,0,5,1,0.219543956594301,-0.448589013498899,0.0617616774902232,-0.970228631064489,0.0969945355191257,0.087431693989071
IL7551,-90.4666666667,40.1333333333,071300,23.83,0.661111111111111,0.8,0.0109289617486339,0.00546448087431694,71,39,-0.338914076023815,-0.45863446474922,-0.249127747468476,-1.02551901526407,0.113387978142077,0.12568306010929
IL7603,-88.0166666667,38.9333333333,051201,24.12,0.616666666666667,0.8,0.00819672131147541,0.00546448087431694,72,20,0.330027684387107,-0.0749212322460703,0.833457963903356,-0.104079894193367,0.181693989071038,0.169398907103825
IL7636,-88.9666666667,38.65,071402,22.9,0.783333333333333,1,0.0218579234972678,0.0163934426229508,58,13,-0.775331442548008,-1.42840713872522,-0.338461271897955,-1.12303002280797,0.163934426229508,0.114754098360656
IL7952,-87.8666666667,39.9666666667,051201,22.29,0.466666666666667,0.533333333333333,0.00819672131147541,0.00546448087431694,41,24,0.0288573293839669,-0.362718086161423,0.053436518521542,-1.00237399733446,0.176229508196721,0.174863387978142
IL8179,-89.6833333333,39.8333333333,071300,20.16,0.566666666666667,0.822222222222222,0.0109289617486339,0.0109289617486339,78,41,0.0096964447941259,-0.470638871467894,0.0133645169390527,-0.894794771704623,0.118852459016393,0.109289617486339
IL8293,-89.9833333333,42.4,070600,24.71,0.544444444444445,0.933333333333333,0.0150273224043716,0.0163934426229508,1,1,0.340937748284614,0.0176492632748539,0.406155107532933,-0.00164768806301397,0.10792349726776,0.0819672131147541
IL8353,-88.8,41.0833333333,071300,24.21,0.65,0.933333333333333,0.0122950819672131,0.0109289617486339,16,7,0.714397834652585,0.0341661393552598,1.53053182614233,-0.267896617553259,0.200819672131148,0.14207650273224
IL8684,-88.2833333333,39.7833333333,051201,23.05,0.45,0.688888888888889,0.00409836065573771,0.00546448087431694,51,26,-0.337595126086666,-0.528995001125515,-0.542899340834841,-1.12553535189336,0.151639344262295,0.174863387978142
IL8740,-88.2333333333,40.0833333333,051201,23.69,0.538888888888889,0.844444444444444,0.0136612021857923,0.0163934426229508,42,24,0.125381590112484,-0.443883931459349,0.283276672920018,-0.89866411553404,0.144808743169399,0.185792349726776
IL8860,-89.7666666667,39.5,071300,21.61,0.733333333333333,0.955555555555556,0.0136612021857923,0.0163934426229508,80,31,-0.416373875717187,-0.844492560990478,0.0522156963511946,-0.713096741015853,0.10655737704918,0.0819672131147541
IL8916,-89.5833333333,41.55,070900,23.75,0.388888888888889,0.622222222222222,0.00683060109289617,0,10,4,0.00972315482744522,-0.410354375716106,-0.130436482749934,-0.999838979862182,0.129781420765027,0.120218579234973
IL9002,-90.15,38.35,071402,21.87,0.647727272727273,0.931818181818182,0.0122950819672131,0.0109289617486339,56,7,0.119071870255217,-0.655310935683598,0.357618701807052,-0.606199396529558,0.157103825136612,0.153005464480874
IL9021,-87.75,40.7833333333,071200,22.97,0.583333333333333,0.955555555555556,0.0109289617486339,0.0163934426229508,24,8,-0.172615145340728,-0.921283441560268,-0.200994232873508,-0.789481397584156,0.116120218579235,0.12568306010929
IL9241,-90.3666666667,39.4333333333,071300,21.43,0.777777777777778,0.933333333333333,0.0204918032786885,0.0273224043715847,82,31,-0.560108780039546,-0.827132401413478,-0.190659255817344,-0.714831477409202,0.136612021857924,0.169398907103825
IL9354,-88.5833333333,39.4333333333,071402,21.52,0.683333333333333,0.888888888888889,0.0109289617486339,0.0109289617486339,53,19,-0.58457131757124,-0.624631138345598,-0.245642497733929,-0.798770248690704,0.120218579234973,0.153005464480874
IN0177,-85.7166666667,40.1,051202,23.48,0.688888888888889,0.888888888888889,0.0109289617486339,0.0109289617486339,83,18,0.13125361202829,0.282857662047876,0.164726284218186,-0.175417489932223,0.136612021857924,0.109289617486339
IN0182,-85.6666666667,40.1,051202,22.54,0.477777777777778,0.888888888888889,0.0109289617486339,0.0163934426229508,83,18,0.577434930382377,0.251767314656313,0.790276859227405,0.0780520354792499,0.192622950819672,0.169398907103825
IN0200,-84.9833333333,41.6333333333,040500,21.39,0.422619047619048,0.880952380952381,0.0136612021857923,0.0109289617486339,74,26,0.410282160774852,0.545667867096935,0.362663385945875,0.10759322959008,0.116120218579235,0.109289617486339
IN0550,-86.5166666667,38.8333333333,051202,25.59,0.511111111111111,0.622222222222222,0.0109289617486339,0.0163934426229508,129,22,0.870335464512003,0.458950689671991,1.3052227413244,0.049403670114633,0.210382513661202,0.218579234972678
IN0676,-84.9166666667,40.6666666667,041000,22.05,0.625,1,0.0163934426229508,0.0218579234972678,73,12,-0.357474807720419,-1.12550997178331,-0.249647137014096,-0.930153449922129,0.0983606557377049,0.0983606557377049
IN0784,-86.5166666667,39.1666666667,051202,25.3,0.511111111111111,0.488888888888889,0.00683060109289617,0.00546448087431694,111,22,0.0657821609350513,0.178002377062468,0.220727466744484,-0.117750175934297,0.114754098360656,0.131147540983607
IN0877,-87.0333333333,39.3833333333,051202,26.73,0.388888888888889,0.422222222222222,0.00956284153005465,0,87,25,0.691032216458682,0.357925581056508,0.974293081966579,0.225948320088953,0.200819672131148,0.207650273224044
IN1747,-85.9166666667,39.1833333333,051202,24.72,0.472222222222222,0.911111111111111,0.00956284153005465,0.0109289617486339,127,21,0.488160906305423,0.246218018426792,0.440612177869077,0.165028116363546,0.153005464480874,0.153005464480874
IN2096,-84.9166666667,40.8333333333,041000,22.63,0.672222222222222,1,0.0163934426229508,0.0218579234972678,78,23,-0.129494383807423,-1.0919098450421,0.47952269435714,-0.476874979136842,0.147540983606557,0.120218579234973
IN2149,-86.65,40.6,051201,23.94,0.627777777777778,0.888888888888889,0.0109289617486339,0.0109289617486339,48,18,-0.246512244747603,-0.93735234450237,-0.195448280716559,-1.07053178750667,0.118852459016393,0.103825136612022
IN2309,-86.7,38.45,051202,24.96,0.572222222222222,0.888888888888889,0.0136612021857923,0.0163934426229508,111,17,0.314457551430029,-0.545350433071946,0.334147569634439,-0.680372762267713,0.116120218579235,0.185792349726776
IN2605,-86.9333333333,39.0166666667,051202,26.365,0.653409090909091,0.704545454545455,0.0191256830601093,0.0273224043715847,101,21,0.406103317345689,-0.132186211154658,0.967679422417338,0.0529325474408818,0.226775956284153,0.207650273224044
IN2638,-85.8333333333,40.2833333333,051202,22.39,0.594444444444444,0.644444444444444,0.0150273224043716,0.00546448087431694,73,22,-0.12990349615828,-0.344778230237122,-0.101836388942797,-0.904753805935173,0.137978142076503,0.0983606557377049
IN2825,-85.1333333333,40.25,051201,22.09,0.666666666666667,0.977777777777778,0.0177595628415301,0.0163934426229508,74,12,-0.00589520014770589,-0.803321687056412,0.19367944704689,-0.739004752182866,0.131147540983607,0.103825136612022
IN3037,-85.2,40.9666666667,051201,21.7603,0.566666666666667,1,0.0136612021857923,0.0327868852459016,75,28,-0.065561792589237,-1.28202692489904,0.0266137611327172,-0.761931049058012,0.127049180327869,0.109289617486339
IN3082,-86.5,40.2833333333,051201,24.03,0.511111111111111,0.888888888888889,0.0122950819672131,0.0218579234972678,64,24,0.20245078073219,-0.0534602758534375,0.197402519433706,-0.232478475047896,0.151639344262295,0.191256830601093
IN3418,-85.8666666667,41.55,040500,22.23,0.566666666666667,0.888888888888889,0.0109289617486339,0.0163934426229508,94,40,-0.050016805660506,-1.03189957129694,0.0743091597894149,-0.940509962707821,0.117486338797814,0.0819672131147541
IN3513,-86.8666666667,39.6333333333,051202,25.84,0.466666666666667,0.444444444444444,0.0122950819672131,0.0109289617486339,91,34,0.131673119649551,0.11745063909018,-0.0310628686439115,-0.565401205408445,0.128415300546448,0.158469945355191
IN3527,-85.75,39.7833333333,051202,27.96,0.45,0.688888888888889,0.00956284153005465,0.0163934426229508,103,24,0.191656986295367,0.0232730322254042,0.167621179497685,-0.470245647858328,0.120218579234973,0.103825136612022
IN3547,-85.4833333333,39.3333333333,051202,24.07,0.333333333333333,0.755555555555556,0.0109289617486339,0.00546448087431694,130,21,0.494357867700516,0.237455867076725,0.269421256061685,-0.199515015568645,0.12568306010929,0.0819672131147541
IN3777,-85.2833333333,40.4333333333,051201,23.75,0.695121951219512,0.951219512195122,0.0136612021857923,0.0163934426229508,71,12,-0.00095054741793528,-0.528384732442295,0.325117342074179,-0.428359732752568,0.133879781420765,0.092896174863388
IN4259,-86.2666666667,39.7166666667,051202,23.03,0.558139534883721,0.976744186046512,0.00956284153005465,0.0218579234972678,100,25,0.0770191705894871,-0.673464256297975,0.24913063387098,-0.415842110671861,0.114754098360656,0.131147540983607
IN4272,-86.0666666667,39.7,051202,24.7,0.561111111111111,0.977777777777778,0.0163934426229508,0.0218579234972678,107,24,0.359412613562345,0.237611084671952,0.549749904708318,0.332062954477402,0.191256830601093,0.169398907103825
IN4372,-86.9333333333,38.3833333333,051202,23.69,0.561111111111111,0.866666666666667,0.0136612021857923,0.0163934426229508,108,17,0.556679253888354,0.1893588959275,0.861640091289102,0.694106529435546,0.277322404371585,0.278688524590164
IN4642,-85.4833333333,39.8,051202,25.02,0.31875,0.85,0.00683060109289617,0.0109289617486339,104,24,0.681970239385204,0.216451647396477,0.717144311982978,-0.0113459065372572,0.173497267759563,0.147540983606557
IN4662,-86.1666666667,40.45,051201,24.9005,0.555555555555556,0.511111111111111,0.0150273224043716,0.0109289617486339,60,22,0.265030657754339,0.449295445208535,0.0963854201119523,-0.181375519619536,0.154371584699454,0.229508196721311
IN4715,-86.9,40.2833333333,051201,23.23,0.466666666666667,0.822222222222222,0.00683060109289617,0.00546448087431694,53,25,0.171543376531045,-0.216974991034289,0.109780033202976,-0.693924114432693,0.154371584699454,0.169398907103825
IN4837,-86.7166666667,41.6,071200,22.17,0.627777777777778,0.755555555555556,0.00956284153005465,0.00546448087431694,27,7,-0.197107933193009,-0.11916759738793,-0.155006957854836,-0.620027831419345,0.0983606557377049,0.0983606557377049
IN5117,-86.3833333333,40.7333333333,051201,23.66,0.444444444444444,0.844444444444444,0.0136612021857923,0.0218579234972678,49,18,0.511429695510847,-0.446656955648333,0.66707003740245,-0.707083709732826,0.155737704918033,0.169398907103825
IN5337,-85.65,40.5666666667,051201,23.27,0.65,0.711111111111111,0.0163934426229508,0.0109289617486339,77,28,-0.308198811392681,-0.258161498196865,-0.270337712297584,-0.821577760988773,0.113387978142077,0.109289617486339
IN5407,-86.45,39.4,051202,24.185,0.505681818181818,0.659090909090909,0.0109289617486339,0.0109289617486339,110,24,0.0695662831766302,0.0516749522224091,0.0905233934574887,-0.346888684706921,0.139344262295082,0.229508196721311
IN6023,-85.3333333333,40.1666666667,051202,22.13,0.544444444444444,0.911111111111111,0.0109289617486339,0.00546448087431694,75,16,0.464575844791702,0.0463134827247091,0.769923008783133,-0.199426424420347,0.209016393442623,0.185792349726776
IN6164,-85.3833333333,39.8833333333,051202,24.18,0.527777777777778,0.866666666666667,0.0109289617486339,0.00546448087431694,98,24,0.389206345579852,0.30962318342816,0.545368535736158,-0.0529472540924908,0.131147540983607,0.19672131147541
IN6435,-85.5833333333,39,051202,25.76,0.561111111111111,0.955555555555556,0.0150273224043716,0.0218579234972678,144,20,0.217198651618589,-0.179843227041352,0.343407897704563,0.176201888286908,0.153005464480874,0.131147540983607
IN6580,-86.55,38.8833333333,051202,26.04,0.488888888888889,0.688888888888889,0.0150273224043716,0.0163934426229508,120,22,0.375761558747651,0.483198047504572,0.500493618238498,0.0285760836106526,0.157103825136612,0.213114754098361
IN6705,-86.4833333333,38.55,051202,26.39,0.588888888888889,0.955555555555556,0.0150273224043716,0.0273224043715847,127,21,-0.0160777236920678,-0.484573634956893,-0.0211109654163735,-0.520079484463183,0.129781420765027,0.158469945355191
IN7069,-84.9833333333,40.4166666667,051201,22.01,0.622222222222222,0.888888888888889,0.0122950819672131,0.0109289617486339,73,12,0.0698108565359278,-0.607791320255351,0.205197211319692,-0.633674681843321,0.120218579234973,0.114754098360656
IN7125,-87.5833333333,38.35,051201,25.58,0.472222222222222,0.622222222222222,0.0163934426229508,0.0109289617486339,97,16,0.115664480758603,-0.192836120158383,0.0209607363520679,-0.528394826281795,0.0792349726775956,0.103825136612022
IN7482,-86.2,41.05,051201,22.22,0.45,0.666666666666667,0.0150273224043716,0.0218579234972678,49,16,0.0936017677511241,-0.871103171181992,-0.0994421705341695,-0.972444036001264,0.116120218579235,0.092896174863388
IN7522,-87.2166666667,39.75,051201,26.69,0.472222222222222,0.577777777777778,0.0109289617486339,0.0109289617486339,83,37,0.0245657106680438,-0.616674234751397,0.193663005838472,-0.93025434715015,0.127049180327869,0.147540983606557
IN7646,-85.45,39.6,051202,25.37,0.5,0.933333333333333,0.00819672131147541,0.00546448087431694,118,25,0.34048590332717,0.351401524282876,0.430139949275546,0.40471945030333,0.157103825136612,0.213114754098361
IN7935,-85.8833333333,38.9666666667,051202,25.62,0.483333333333333,0.822222222222222,0.0109289617486339,0.0218579234972678,142,21,0.546713654278686,0.366301565261169,0.376574001344742,0.209846171004599,0.241803278688525,0.19672131147541
IN7999,-85.7833333333,39.5166666667,051202,22.69,0.522222222222222,0.977777777777778,0.0109289617486339,0.0163934426229508,117,24,0.163696708321825,-0.079589872594183,0.316277703723611,-0.0956263537305299,0.14207650273224,0.153005464480874
IN8036,-86.7833333333,38.55,051202,26.05,0.594444444444444,0.733333333333333,0.0163934426229508,0.0163934426229508,114,21,0.162819408392254,-0.0876411650795239,0.466989989442934,0.0341465388779075,0.155737704918033,0.229508196721311
IN8187,-86.3,41.7,040500,22.67,0.4,0.666666666666667,0.00546448087431694,0.0109289617486339,54,18,-0.000203423803545558,-0.605568510958675,-0.212142882760886,-0.916263846910265,0.0860655737704918,0.0655737704918033
IN8290,-86.7666666667,39.2833333333,051202,28.68,0.55,0.666666666666667,0.0136612021857923,0.0109289617486339,107,26,0.284049850356802,-0.0857319810172819,0.548752807642976,-0.400829963570094,0.17896174863388,0.229508196721311
IN9138,-85.8166666667,40.7833333333,051201,23.09,0.528409090909091,0.886363636363636,0.0122950819672131,0.0218579234972678,71,28,-0.112179825079716,-0.958758236657051,0.0358563224994696,-0.761123462692384,0.12568306010929,0.092896174863388
IN9240,-85.8666666667,41.25,051201,21.055,0.5,0.625,0.0122950819672131,0.0163934426229508,79,35,0.202639934189989,-0.641101488904725,0.459921361664205,-0.7349939463916,0.122950819672131,0.0819672131147541
IN9253,-87.1833333333,38.6333333333,051202,24.8,0.539772727272727,0.681818181818182,0.0109289617486339,0.0163934426229508,96,18,-0.0149290378399251,-0.254811127649352,0.0125039602512215,-0.0955600670854926,0.102459016393443,0.092896174863388
IN9430,-86.9833333333,40.4666666667,051201,23.56,0.694444444444444,0.822222222222222,0.0136612021857923,0.00546448087431694,48,21,0.190633738824549,-0.238408978484067,0.456532127792959,-0.756424732901481,0.131147540983607,0.174863387978142
IN9557,-86.35,39.9833333333,051202,24.67,0.516666666666667,0.888888888888889,0.0150273224043716,0.0163934426229508,87,33,-0.186390764739317,-0.407538913851446,-0.237477993948487,-0.577841412822137,0.139344262295082,0.185792349726776
IN9605,-86.6833333333,38.7666666667,051202,27.17,0.533333333333333,0.6,0.0150273224043716,0.0163934426229508,117,22,0.598006419735079,0.461524036260024,0.948790741345193,0.0963480354553738,0.234972677595628,0.202185792349727
IN9670,-86.5833333333,41.0166666667,051201,22.66,0.627777777777778,0.911111111111111,0.0122950819672131,0.0218579234972678,45,16,0.129370000363447,-0.533145705938603,0.25681297672851,-0.648665162346184,0.132513661202186,0.120218579234973
IN9678,-84.9166666667,40.1666666667,051202,22.09,0.5,0.866666666666667,0.00819672131147541,0.00546448087431694,66,7,0.600409537869155,0.342292102518037,0.701537633038443,-0.274043430771656,0.144808743169399,0.103825136612022
IN9999,-85.9,39.2666666667,051202,23.385,0.514705882352941,0.911764705882353,0.0122950819672131,0.0163934426229508,126,22,0.568878165170274,0.0121335411282227,0.633363795503257,0.24044506508706,0.163934426229508,0.0983606557377049
KS0405,-95.1,39.5666666667,102400,24.98,0.444444444444444,0.755555555555556,0.00819672131147541,0,49,30,0.305924445476505,0.00159897024930152,0.292066743867056,0.175124547855037,0.10655737704918,0.092896174863388
KS0471,-96.25,39.8666666667,102702,23.25,0.5,0.755555555555556,0.00683060109289617,0.0109289617486339,33,23,-0.340396887383057,-0.989721142175037,-0.322028986032204,-1.1650053568686,0.0969945355191257,0.0710382513661202
KS0911,-96.65,39.6666666667,102702,24.08,0.561111111111111,0.6,0.00956284153005465,0.00546448087431694,33,21,-0.00896044679339989,-0.117306119747823,0.175925223478524,-0.234652635552802,0.140710382513661,0.163934426229508
